text,BIO_anno,class
只要是代发就可以吗，没有最低标准,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
看你资质怎么样，资质没问题的话，贷款问题不大,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2
你和工行需要加强互动，我今天秒提5-18.4,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O,2
任何信用卡没有激活都是没有年费的！,O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O,2
您好，想问一下，已经给了36期了，手续费用吗，,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
昨天申请的，今天刚审批通过，五万额度，首卡啊:'(,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O,2
会，会。?已经两个月了。证明它安全吗？,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
年消费要9w，感觉做不到，放弃升级了,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
这个券是不是在e生活要授权手机号码给第三方那个？,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
这样，我现在一直刷平安的，平安的积分可以冲话费,O O O O O O O O O B-BANK I-BANK O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O,2
不到10000，工行好扣们,O O O O O O O O B-BANK I-BANK O O O,2
曲线提额是怎么做的，我原本有一张建行的金卡，才2.4W，也申请了个全球支付白金，批是批了，但是额度也是2.4W,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
8.4w，早上七点钟批了。应该是半夜申请的原因，系统不审核,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
NND，才给我8K。是打发要饭的呢。。:Q:Q:Q:Q 破兴业,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK,0
汇总过高是不是就没办法提额了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
你废行额度真高呀,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不过只有提升资质再申请了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
我现在还在工商大厅运行的密码是免费的。关键是年化10。,O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
如题，没有跑网点升级金葵花，金卡直接买了50多砖理财，可以,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
3月1日第一次筹到2万，也不会花那么多。17号筹了2万，10号再提代码就出现了。,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,2
我看你不是经常撸小贷，怎么会是白户呢。,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
不管怎么提都没效果。?随意使用?放心用吧，提额随缘吧,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
我发现民生提额的数貌似都是一样的啊??我的也是下卡3万首提到3.6??今天3+1也是提到4.3??跟你一模一样,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
看不起工人阶层，银行也是蛮恶心的,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
大山白还要操心年费，像我交过一次1800后就消了。,B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
我的信用卡只有1.5k，荣E借了63k，目前没有逾期，同一秒被拒。,O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O,2
逾期的违约金利息你就别想减免,B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O O O,2
放抽屉等菩提吧，喜大普奔,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
除了申请白金卡，其他卡都没法曲线,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
账单分期拿到2400+，说给我定2600...,B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O,2
能提都是好卡，我民生什么都没有,O O O O B-COMMENTS_ADJ B-PRODUCT O O B-BANK I-BANK O O O O O,2
可以分期，赶紧的,O O B-PRODUCT I-PRODUCT O O O O,2
如果买短债，一个月赎回四次，这样跟一个月赎回一次，对于升星来说有区别吗？,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O,2
想想办法喽，不要走我的老路，赶紧想办法,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
年费警告啊,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
工商◆2W,B-BANK I-BANK O O O,2
我的建设卡也是，WD封了2次，第一次2天，第二次自己要去柜台，只能柜台取现金，卡也注销不了,O O B-BANK I-BANK B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O,2
有点高了比取现分期还多点,O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
一直不接电话代表长期联系不上，属于风险客户。轻则降额，重则封卡。,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O,2
去网点。带上你的行驶证保单应该能下,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
我刚才打客服电话问了。异地续卡是可以的，但是通过手机银行激活。需要有密码器或者u盾。可是这边办理优盾和密码器的条件很高。流水需要几百万才可以。...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
年费头铁，有没有刷几笔免年费的白金卡呢？,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
最后一次，有次交通银行刷一笔3万，还限制额度，我从来没有拖延她们一天还款，果断注销了,O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
分期大法跟风下卡50000，普提一次，65000。,B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2
如果只是为了下卡也行，主要不在意总额度的话，万一下个难看的卡也是累赘啊;P,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
没有分期付款吗？客户经理刚刚告诉我，我要分期付款。不知道,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
应该没有，刚逾期时我就提出个性化分期，然后就让提供各种资料。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
楼主负债多少批的,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
那就额度止步了。建议升级卡片，把全币白和鸟白都开卡，用一段时间，销鸟白,O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
飞越新住户，你的老顾客，没要水。,O O O O O O O O O O O O O O O O,2
银行从来不相信你忘记了，大意了这些理由的，你完全可以提前还，如果上了征信，那么其他银行贷后管理，肯定...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
下卡就没提过,B-COMMENTS_N I-COMMENTS_N O O O O,2
这就奇怪了，我也是微信上不行，app上正常,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
五万是个槛，大部分人五万就不容易再往上提了，只能靠大山白了。。。,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
农业银行17年7月下卡10K-15K-20K-30K-45K的额度,B-BANK I-BANK I-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
这不是浪费时间嘛。本来征信就不好。我日。白天还要休息。晚上上班,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,0
中信i白金5.2w,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
可以用嘛？浦发的新用卡还是可以的哦,O O O O O B-BANK I-BANK O O O O O O O O O O,2
随时有希望，等结果。没有结果就是好结果,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2
每笔交易我只绑定了两个卡也就是每天4000点，额度很快就提起来了,O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
不是，不共享额度，我两个都申请了都撸出来了,O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
但是机构数重要，影响多头授信的判断，导致了已批卡的银行数越多，申卡越难。,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O,2
怎么查额度的,O O O B-COMMENTS_N I-COMMENTS_N O,2
抱歉！您当前无法通过网银调整账户额度，如有需要请致电卡片背面的信用卡客服热线。ErrorCode[CL053E]。因您近期消费较少或已调整过账户固额，目前暂无法调整固定额度。...,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O,0
是啊，都差不多，建行的小套路，没个七八顿的饭局，看来是问不出来了。,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,0
已经7行9张卡，怕消了不给下,O O O O O O B-PRODUCT O B-COMMENTS_ADJ O O O O O,2
2号线下进件，今天拒了,O O O O O O O O O B-COMMENTS_ADJ O,2
提额坐火箭你就不觉得坑了,B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ O,0
本金5W逾期5年连本带利16万多，支行分行省行找遍了，材料递交一大堆，一分没减少，天天计息，够狠够黑,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我可以邀约你进白名单,O O O O O O O O O O,2
他叫我要申请就全套资料填省会的，本地能下卡，去到省会也不给激活（不是前缀，意思是我填本地工作，住址，能下卡也不能激活）,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
我利率4.8,O B-PRODUCT I-PRODUCT O O O,2
有啊，分期通啊,O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
没有固定额度一说，只有“永久额度”和“临时额度”,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2
是信用卡还不起，要十二万一次还清,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
不懂他们打过来是干嘛的，气愤,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
银监会投诉要求协商啊，我的逾期一个账单，今天出第二个账单，成功36期！,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
去百度地图上搜索中国人民银行，每个地方都有央行，小县城都有，然后去那打印就可以了,O O O O O O O O B-BANK I-BANK I-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O,2
点进去看了一下，这利率吓人,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
明白了，全额还了后刷出来没利息就太好了，刷卡手续费肯定比账单利息便宜啊，太值了,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,1
我投诉的是银监会，然后昨天招商银行投诉部打电话给我询问,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O,0
看我今天的猴行帖子，这征信也能过，我真是震茎了。。。,O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
兴业秒拒我，广发同天给我批5万，你说气不气人。兴业需要什么姿势呢？,B-BANK I-BANK O B-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O,0
不是随便刷么。偶尔单笔超额也不行啊,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
哈哈，恭喜，你说的提额到5000发帖的老哥就是我,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,1
打电话叫我去办，狗日的，没办下来，说我卡太多，哈哈。当时是15W分期通。,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,0
打了电话说明查了征信的了这个月查询不重要,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
已被手动拦截并主动取消和拒绝。,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
交了钱先用用啊,O O O O O O O,2
app可以查到吗，我刚刚打电话说查不到,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
我也是不明不白掉进了广发这个坑，本金额度41000，最近才发现说我欠7万多，有3万是分期额度。我完全不知情，不知道怎么维权...,O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O,0
无界卡或者单币卡,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
标准就不是大白了,O O O O O O O O,2
我工行二星用户，上个月刚申请花旗下卡1.8万。现在深圳工作有五险一金，申请mini会不会被拒阿。。mini每年刷6万免年费吗？...,O B-BANK I-BANK O O O O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
还是浦发实在,O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ,2
无工作，无公社，无存款，能有额度么,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
广发有黑名单商户,B-BANK I-BANK O O O O O O,2
白天收款，当天晚上下半夜，2点到3点到账,O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O,2
用了多久了？大山白也那么难提额？,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
可以啊，只要通过审批就能查,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
我交通，广发首卡自己手机激活哦没去银行。,O B-BANK I-BANK O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
有，全套的资料交上去，差不多就下卡了，对了，有公积金么？,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
你面签审核好快。我的还没审核呢，资料处理中,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,1
工行应该不行了，我都估计是今年刚调整的。去年工行分期还可以降的，我今天去打了份征信报告，已用额度已经...,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
看了下，野鸡征信，还是有时间线下打印,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O O O O O O O O,2
赶紧申二卡！还有一点点希望！,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O O O O O O,2
请问之前是啥时候就怕最近严起来了,O O O O O O O O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ O O O,2
你额度0，也就是卡不能用了呗。然后人家系统计算违约金，没毛病啊。,O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,2
6月份我申请了5次啊，7月1号申请的，都失败了,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
稳了，三万,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
银行现在给我两条路，一条一次性还清，一条半年还清，13万，哪个我也做不到，现在还冻着我名下银行卡，生活都困难了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
调查审批和审批有什么区别，征信查询过多，还送了两条。唉,O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
今天卡员来办的，说是会打单位固话，不知道能过不，有点担心,O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
昨天微信的上海信访这个月七号上门了协商个性化分期不同意说是他们没有权限一直推脱让和账务专员协商说白了就三方狗催第三方无法沟通协商一直不同意??微信公众号上...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
招行和建行，分期过程中可以提额。中行和交行，分期过程中不可以提额。,B-BANK I-BANK O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
兴业银行太垃圾了，同感。正常还款，用卡，兴业把我的卡止付了，问原因，不给说，还他妈态度蛮横,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
